team,fifa_rank,total_fifa_points,home_team_score,team_result,goalkeeper_score,mean_defense_score,mean_offense_score,mean_midfield_score
Mauritius,168,123,2,-1,,,,
Seychelles,184,67,0,-1,,,,
South Sudan,144,198,1,0,,,55.0,
Tanzania,136,217,2,1,,,,
Albania,32,754,0,-1,72.08571428571429,72.73764705882351,68.18855421686746,71.75060240963856
Argentina,1,1419,0,-1,80.69396551724138,82.98189655172415,88.26034482758621,84.42801724137932
Bahrain,123,282,0,-1,,,,
Bhutan,173,106,3,-1,,,,
Bolivia,67,509,0,-1,66.93,67.37333333333333,68.734126984127,68.21000000000002
Myanmar,163,146,0,-1,,,,
Chile,9,1176,2,1,77.87443946188341,74.42117117117115,78.69008620689655,79.35043103448274
Colombia,5,1227,2,1,78.23671497584542,78.81932367149757,80.5304347826087,77.88164251207729
Timor-Leste,170,117,0,-1,,,,
France,22,899,4,1,86.86808510638298,84.08127659574467,85.7,86.15872340425533
Hungary,33,740,2,1,76.21311475409836,70.81420765027322,72.82568306010928,73.43551912568306
Republic of Ireland,54,586,1,1,79.02127659574468,76.68351063829788,75.6590425531915,77.32606382978723
Jordan,99,347,2,1,68.0,59.0,,63.5
Korea DPR,129,252,0,0,,,67.96666666666667,
Kuwait,128,260,0,-1,65.0,,,
Kyrgyz Republic,146,195,2,0,66.70833333333333,,,
Laos,179,85,1,-1,,,,
Liberia,95,360,1,0,67.88888888888889,,63.70526315789474,65.51764705882353
Nigeria,52,600,0,-1,76.21761658031087,74.15806451612903,77.92442396313363,76.8152073732719
Northern Ireland,35,723,3,1,72.47239263803681,73.23006134969326,68.95828220858895,72.8355828220859
Oman,102,338,1,0,72.96347031963471,,62.70000000000001,
Portugal,4,1234,1,1,81.80973451327434,82.89159292035399,84.93362831858407,83.59026548672567
Qatar,92,365,1,1,,,,
Romania,13,1041,1,0,75.96756756756757,75.95729729729729,75.50162162162162,74.86054054054054
SÃ£o TomÃ© and PrÃ­ncipe,193,48,1,1,,,,
Saudi Arabia,88,383,2,1,70.91803278688525,71.3360655737705,70.51967213114754,73.08524590163934
Scotland,40,701,2,0,76.67088607594937,75.62974683544304,75.77215189873418,77.34240506329114
Singapore,157,164,1,1,,,,
Syria,123,283,0,-1,,,,69.2
Turkmenistan,155,172,2,1,,,,
Venezuela,69,501,0,-1,67.53333333333333,71.41796875,74.44065934065935,73.21342281879194
Vietnam,149,186,1,0,64.0,,,
Algeria,19,926,1,-1,70.28676470588235,74.36149425287357,75.62637362637362,75.28296703296704
Burkina Faso,76,426,1,-1,70.62222222222222,66.56608695652174,69.45705521472392,70.65597014925375
Djibouti,206,4,0,-1,,,,
England,10,1160,2,1,83.24074074074075,84.69305555555556,85.11898148148147,84.51111111111112
Gambia,161,154,1,0,66.25806451612904,66.29833333333333,66.07848101265823,65.60645161290323
Liechtenstein,156,170,0,-1,65.43023255813954,,,
North Macedonia,132,239,0,-1,70.95238095238095,68.31843971631207,71.62012578616351,69.16833333333334
Moldova,132,238,1,-1,63.19469026548673,65.51632653061225,60.63846153846153,64.55416666666666
Montenegro,72,469,2,-1,62.34615384615385,72.31600000000003,75.26880000000004,69.43025210084035
Morocco,80,407,0,-1,72.08673469387755,75.72857142857143,77.05612244897958,76.47193877551021
Slovakia,18,935,0,-1,73.24736842105263,74.98526315789474,72.04052631578948,75.65421052631578
Slovenia,46,662,1,0,81.31927710843374,72.36746987951807,74.62469879518072,74.54698795180722
Somalia,203,5,0,-1,,,,
Spain,6,1223,4,1,88.78481012658227,85.50928270042195,85.8746835443038,87.1278481012658
Switzerland,12,1043,7,1,80.17948717948718,78.14717948717949,76.52717948717948,78.71846153846155
Thailand,145,196,1,1,66.38461538461539,,,
Tunisia,36,722,3,0,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Andorra,205,5,1,-1,,,,
Azerbaijan,105,328,1,-1,60.6875,,63.125,62.46
Bosnia and Herzegovina,30,787,2,1,76.24705882352941,72.82823529411765,76.86117647058825,77.59764705882353
Chad,175,100,1,1,,,,
Croatia,16,964,3,1,78.67632850241546,78.8096618357488,80.08550724637682,81.20241545893721
Czech Republic,15,982,0,-1,85.58883248730965,77.84467005076142,76.65431472081217,78.90710659898477
Eritrea,202,7,0,-1,,,,
Iceland,23,881,2,0,67.19565217391305,70.6538860103627,73.79740932642488,72.53367875647669
Israel,47,659,1,-1,71.11811023622047,66.27272727272727,73.78264462809916,72.91666666666667
Kazakhstan,142,199,1,-1,65.0,,,68.5
Madagascar,127,262,3,1,,70.77333333333333,,66.44761904761906
Norway,34,738,2,1,75.29032258064517,76.02956989247312,76.98387096774194,76.43602150537633
USA,29,807,2,-1,81.07829181494662,75.00427046263346,76.0338078291815,77.09928825622777
Armenia,91,377,0,-1,63.7037037037037,,70.24459459459457,72.8742857142857
Denmark,28,835,1,-1,79.66494845360825,78.64845360824742,77.47835051546392,78.99742268041237
Egypt,51,619,3,1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Ethiopia,108,315,3,1,,,,
Faroe Islands,85,395,0,-1,61.08,,,59.13333333333333
Finland,64,533,1,0,79.64615384615385,73.15641025641025,71.73333333333333,73.60205128205129
Germany,2,1400,2,1,89.05371900826447,84.6888429752066,83.60206611570247,85.79669421487601
Greece,44,676,4,1,79.5979381443299,78.5922680412371,76.6721649484536,77.3283505154639
Kenya,131,245,0,0,63.4264705882353,,61.7,68.86875
Malawi,101,338,1,1,,,,
Nigeria,52,600,3,1,76.21761658031087,74.15806451612903,77.92442396313363,76.8152073732719
Poland,43,679,2,1,82.10502283105023,75.83470319634704,79.27488584474885,76.73013698630137
Serbia,63,537,1,-1,76.43820224719101,80.24662921348315,78.25786516853931,80.30449438202248
Austria,11,1099,3,1,75.57303370786516,76.67640449438203,75.07078651685393,76.9258426966292
Belarus,98,349,0,0,71.07339449541284,65.71857142857144,69.00263157894737,69.74444444444444
Estonia,87,387,0,-1,67.92682926829268,66.13894736842106,61.963793103448275,63.55384615384614
Gabon,65,529,1,-1,67.17,67.74750000000002,71.58157894736841,73.10985915492958
Lithuania,116,297,0,-1,71.92561983471074,64.60851063829789,65.84603174603174,62.96170212765957
Luxembourg,142,198,2,-1,66.95,67.61147540983606,,67.35625
Morocco,80,407,1,0,72.08673469387755,75.72857142857143,77.05612244897958,76.47193877551021
Russia,26,845,2,1,82.52659574468085,77.77872340425532,78.69361702127661,79.10797872340426
San Marino,196,34,0,-1,52.61538461538461,,,
Sweden,45,671,2,1,76.50431034482759,77.11206896551724,81.57327586206897,77.84181034482756
Ukraine,24,874,0,-1,77.66863905325444,74.04344827586208,75.55271739130433,74.66141304347826
Algeria,19,926,1,1,70.28676470588235,74.36149425287357,75.62637362637362,75.28296703296704
Bahrain,123,282,2,1,,,,
Belgium,3,1387,3,1,82.44329896907216,81.2360824742268,81.72319587628864,81.53298969072165
Bhutan,173,106,0,-1,,,,
Botswana,111,305,3,1,,,,
Brazil,7,1204,3,1,86.26122448979592,85.92040816326531,86.53102040816326,85.34367346938775
Bulgaria,78,413,2,1,73.55625,69.34937500000001,73.28687500000001,73.18375
Myanmar,163,146,3,1,,,,
Burundi,113,302,2,1,,,,63.839999999999996
Congo,49,636,2,1,67.33684210526316,67.28571428571429,69.00650406504064,68.25315315315315
Cyprus,114,299,2,-1,64.0,66.69722222222224,69.3857142857143,62.92121212121211
Timor-Leste,170,117,0,-1,,,,
Ecuador,31,764,2,1,71.45086705202313,70.73036649214659,75.36473988439306,74.93815028901734
El Salvador,94,362,1,-1,61.0,,,64.5
Guinea-Bissau,147,192,1,-1,58.0,66.13529411764705,70.44727272727273,70.60454545454546
IR Iran,39,703,1,0,68.36065573770492,68.97241379310346,70.98275862068965,69.9951219512195
Italy,17,962,2,1,88.22608695652174,85.02999999999999,85.26304347826088,84.19304347826088
Jordan,99,347,3,1,68.0,59.0,,63.5
Korea DPR,129,252,1,1,,,67.96666666666667,
Korea Republic,53,590,3,1,73.84824902723736,72.6466926070039,75.08949416342413,75.06031128404669
Kuwait,128,260,0,0,65.0,,,
Kyrgyz Republic,146,195,2,1,66.70833333333333,,,
Latvia,103,334,0,-1,67.375,63.62857142857144,67.39565217391304,64.5
Lesotho,140,200,1,0,,,,
Madagascar,127,262,2,0,,70.77333333333333,,66.44761904761906
Malta,157,164,0,-1,64.0,,60.3,
Mauritania,89,379,4,1,,63.68260869565216,,
Namibia,125,274,2,1,65.0,,,
Netherlands,14,1004,2,-1,83.23287671232876,80.73470319634704,85.47853881278539,83.70913242009134
Niger,120,286,4,1,,,,
Oman,102,338,3,1,72.96347031963471,,62.70000000000001,
Paraguay,61,551,0,0,74.10731707317073,74.98439024390244,78.3609756097561,74.34341463414634
Peru,50,623,3,-1,68.58895705521472,71.58545454545455,76.39347826086956,73.66835443037974
Qatar,92,365,4,1,,,,
Sierra Leone,121,285,2,1,,63.2,67.70882352941176,62.71515151515151
Singapore,157,164,2,1,,,,
Syria,123,283,5,1,,,,69.2
Turkey,37,716,1,1,79.36893203883496,76.83592233009709,77.7864077669903,79.56747572815534
Turkmenistan,155,172,1,1,,,,
Uruguay,20,919,3,1,79.36018957345972,79.64644549763034,83.57725118483413,78.51469194312797
Vietnam,149,186,0,-1,64.0,,,
Wales,8,1195,2,1,73.81656804733728,74.66568047337279,74.3414201183432,78.3526627218935
Niger,120,286,2,1,,,,
Nigeria,52,600,2,1,76.21761658031087,74.15806451612903,77.92442396313363,76.8152073732719
South Africa,73,465,0,-1,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
Eswatini,135,224,2,1,,,,
Uganda,75,455,2,1,,62.5,62.078125,61.55555555555556
Zambia,71,486,3,1,,,67.96451612903226,61.22702702702703
Cameroon,48,639,0,0,77.68780487804878,77.87170731707317,78.71317073170732,76.86439024390242
Ghana,25,848,2,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Mali,62,545,2,1,65.48226950354609,72.70760233918129,74.66374269005848,75.94619883040936
Zimbabwe,109,312,3,1,,62.55555555555556,69.16732026143791,63.99236111111111
Tunisia,36,722,1,1,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Libya,105,328,0,-1,,,66.0,
Angola,97,352,1,-1,63.74038461538461,64.78521739130436,71.87393617021276,66.81475409836065
Gabon,65,529,0,-1,67.17,67.74750000000002,71.58157894736841,73.10985915492958
Mauritania,89,379,1,0,,63.68260869565216,,
Senegal,38,713,3,1,72.35828877005348,77.5144385026738,79.81818181818181,76.35026737967914
Burkina Faso,76,426,0,0,70.62222222222222,66.56608695652174,69.45705521472392,70.65597014925375
Ethiopia,108,315,3,1,,,,
Lesotho,140,200,1,0,,,,
Mozambique,107,326,1,0,63.0,73.2,,
Sudan,84,398,0,-1,,,62.29999999999999,
Togo,79,410,1,0,68.76991150442478,62.15,72.3161971830986,68.10412371134021
Tunisia,36,722,2,-1,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
CÃ´te d'Ivoire,21,916,1,1,69.61333333333333,77.45244444444445,81.54177777777778,78.60933333333332
Congo,49,636,0,-1,67.33684210526316,67.28571428571429,69.00650406504064,68.25315315315315
Cambodia,186,66,6,1,,,,
United Arab Emirates,67,495,5,1,70.53125,64.51875,64.3,67.26875000000001
Angola,98,344,1,1,63.74038461538461,64.78521739130436,71.87393617021276,66.81475409836065
Congo DR,55,587,3,1,65.34146341463415,70.9483870967742,74.05722222222222,71.9
Angola,98,344,1,1,63.74038461538461,64.78521739130436,71.87393617021276,66.81475409836065
Hong Kong,145,198,5,1,,,,
Namibia,118,289,0,0,65.0,,,
Vanuatu,201,12,1,0,,,,
Palestine,138,233,0,0,,,,
Vanuatu,201,12,2,1,,,,
Estonia,90,369,3,1,67.92682926829268,66.13894736842106,61.963793103448275,63.55384615384614
Jordan,82,410,2,1,68.0,59.0,,63.5
Mozambique,125,273,1,1,63.0,73.2,,
Sudan,128,267,0,-1,,,62.29999999999999,
Afghanistan,156,167,3,1,,,,
Andorra,205,5,0,-1,,,,
Australia,60,573,3,1,78.35960591133005,72.60344827586206,74.43054187192119,74.16798029556651
Benin,103,332,2,1,65.12328767123287,67.98611111111111,68.68548387096774,67.98163265306123
Bolivia,77,441,4,1,66.93,67.37333333333333,68.734126984127,68.21000000000002
Burundi,107,320,2,-1,,,,63.839999999999996
Chile,5,1288,1,0,77.87443946188341,74.42117117117115,78.69008620689655,79.35043103448274
China PR,84,403,12,1,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Ecuador,21,920,2,1,71.45086705202313,70.73036649214659,75.36473988439306,74.93815028901734
India,172,121,1,1,64.25,59.52738095238095,61.16309523809524,59.50119047619047
IR Iran,43,650,3,1,68.36065573770492,68.97241379310346,70.98275862068965,69.9951219512195
Korea Republic,48,605,4,1,73.84824902723736,72.6466926070039,75.08949416342413,75.06031128404669
Lebanon,140,228,7,1,59.627450980392155,,,
North Macedonia,139,229,4,1,70.95238095238095,68.31843971631207,71.62012578616351,69.16833333333334
Maldives,166,141,0,-1,,,,
Morocco,79,421,2,1,72.08673469387755,75.72857142857143,77.05612244897958,76.47193877551021
Namibia,118,289,0,-1,65.0,,,
Norway,46,637,0,-1,75.29032258064517,76.02956989247312,76.98387096774194,76.43602150537633
Oman,92,364,0,-1,72.96347031963471,,62.70000000000001,
Palestine,138,233,6,1,,,,
Philippines,137,235,0,-1,66.08771929824562,,,
Singapore,152,179,0,-1,,,,
Tajikistan,160,159,5,1,,,,
Thailand,144,202,4,1,66.38461538461539,,,
Togo,88,385,0,-1,68.76991150442478,62.15,72.3161971830986,68.10412371134021
United Arab Emirates,67,495,8,1,70.53125,64.51875,64.3,67.26875000000001
Uzbekistan,71,476,3,1,,,,66.512
Angola,98,344,1,-1,63.74038461538461,64.78521739130436,71.87393617021276,66.81475409836065
Argentina,3,1382,1,0,80.69396551724138,82.98189655172415,88.26034482758621,84.42801724137932
Belgium,1,1439,3,1,82.44329896907216,81.2360824742268,81.72319587628864,81.53298969072165
Bosnia and Herzegovina,20,922,1,0,76.24705882352941,72.82823529411765,76.86117647058825,77.59764705882353
Comoros,177,88,0,0,71.0,64.32499999999999,,67.64883720930231
Costa Rica,40,671,1,1,78.62439024390244,69.99879032258065,71.24524714828897,70.52016129032258
Czech Republic,17,974,4,1,85.58883248730965,77.84467005076142,76.65431472081217,78.90710659898477
France,24,881,2,1,86.86808510638298,84.08127659574467,85.7,86.15872340425533
Kenya,125,273,1,1,63.4264705882353,,61.7,68.86875
Liberia,86,394,0,-1,67.88888888888889,,63.70526315789474,65.51764705882353
Libya,113,297,1,1,,,66.0,
Luxembourg,146,196,1,1,66.95,67.61147540983606,,67.35625
Madagascar,118,290,2,0,,70.77333333333333,,66.44761904761906
Mauritania,104,328,1,-1,,63.68260869565216,,
Niger,105,327,0,-1,,,,
Northern Ireland,29,797,1,1,72.47239263803681,73.23006134969326,68.95828220858895,72.8355828220859
Peru,57,582,1,1,68.58895705521472,71.58545454545455,76.39347826086956,73.66835443037974
Poland,38,712,4,1,82.10502283105023,75.83470319634704,79.27488584474885,76.73013698630137
Qatar,85,397,1,-1,,,,
Slovakia,27,857,3,1,73.24736842105263,74.98526315789474,72.04052631578948,75.65421052631578
Spain,6,1286,2,1,88.78481012658227,85.50928270042195,85.8746835443038,87.1278481012658
Eswatini,130,258,0,0,,,,
Wales,15,1031,2,-1,73.81656804733728,74.66568047337279,74.3414201183432,78.3526627218935
Botswana,105,326,2,1,,,,
Chad,136,240,1,1,,,,
Ethiopia,114,293,3,-1,,,,
Gabon,73,469,1,1,67.17,67.74750000000002,71.58157894736841,73.10985915492958
Hong Kong,145,198,2,1,,,,
Russia,23,884,1,1,82.52659574468085,77.77872340425532,78.69361702127661,79.10797872340426
Sweden,45,646,2,1,76.50431034482759,77.11206896551724,81.57327586206897,77.84181034482756
Tanzania,135,244,2,0,,,,
Ukraine,28,805,2,1,77.66863905325444,74.04344827586208,75.55271739130433,74.66141304347826
Congo DR,55,587,3,1,65.34146341463415,70.9483870967742,74.05722222222222,71.9
Equatorial Guinea,69,486,1,1,63.48888888888889,,61.578947368421055,
Guinea,53,589,2,1,60.42528735632184,68.6461038961039,72.13192771084339,71.85597484276728
Hungary,33,759,2,1,76.21311475409836,70.81420765027322,72.82568306010928,73.43551912568306
Uganda,68,490,3,1,,62.5,62.078125,61.55555555555556
Zambia,71,476,2,1,,,67.96451612903226,61.22702702702703
Albania,36,723,2,0,72.08571428571429,72.73764705882351,68.18855421686746,71.75060240963856
Republic of Ireland,42,659,2,1,79.02127659574468,76.68351063829788,75.6590425531915,77.32606382978723
Algeria,26,871,7,1,70.28676470588235,74.36149425287357,75.62637362637362,75.28296703296704
Austria,10,1130,1,-1,75.57303370786516,76.67640449438203,75.07078651685393,76.9258426966292
Azerbaijan,115,292,2,1,60.6875,,63.125,62.46
Bangladesh,180,80,0,-1,,,,
Bhutan,180,79,0,-1,,,,
Brazil,8,1207,3,1,86.26122448979592,85.92040816326531,86.53102040816326,85.34367346938775
Burkina Faso,93,363,2,1,70.62222222222222,66.56608695652174,69.45705521472392,70.65597014925375
Myanmar,161,157,3,1,,,,
Cambodia,183,78,0,-1,,,,
Cameroon,51,597,0,0,77.68780487804878,77.87170731707317,78.71317073170732,76.86439024390242
Cabo Verde,32,762,2,1,59.131147540983605,68.24565217391304,72.75841584158417,68.77972972972974
Colombia,7,1232,0,-1,78.23671497584542,78.81932367149757,80.5304347826087,77.88164251207729
Congo,52,592,2,1,67.33684210526316,67.28571428571429,69.00650406504064,68.25315315315315
Denmark,35,743,2,0,79.66494845360825,78.64845360824742,77.47835051546392,78.99742268041237
Timor-Leste,162,155,0,-1,,,,
Egypt,57,582,4,1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
England,9,1179,2,1,83.24074074074075,84.69305555555556,85.11898148148147,84.51111111111112
Estonia,90,369,3,1,67.92682926829268,66.13894736842106,61.963793103448275,63.55384615384614
Ghana,30,793,2,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Guam,155,170,0,-1,50.0,,,
Honduras,95,358,0,-1,61.0,70.97786259541985,70.20113636363637,70.27410714285715
Hong Kong,145,198,0,0,,,,
Italy,13,1040,2,0,88.22608695652174,85.02999999999999,85.26304347826088,84.19304347826088
CÃ´te d'Ivoire,22,890,3,1,69.61333333333333,77.45244444444445,81.54177777777778,78.60933333333332
Korea DPR,120,288,2,1,,,67.96666666666667,
Kyrgyz Republic,124,276,1,1,66.70833333333333,,,
Laos,176,90,0,-1,,,,
Luxembourg,146,196,0,-1,66.95,67.61147540983606,,67.35625
North Macedonia,139,229,0,-1,70.95238095238095,68.31843971631207,71.62012578616351,69.16833333333334
Malaysia,171,127,1,-1,,,,
Mali,63,552,2,1,65.48226950354609,72.70760233918129,74.66374269005848,75.94619883040936
Nigeria,59,581,2,1,76.21761658031087,74.15806451612903,77.92442396313363,76.8152073732719
Paraguay,47,610,2,1,74.10731707317073,74.98439024390244,78.3609756097561,74.34341463414634
Poland,38,712,3,1,82.10502283105023,75.83470319634704,79.27488584474885,76.73013698630137
Russia,23,884,1,-1,82.52659574468085,77.77872340425532,78.69361702127661,79.10797872340426
Rwanda,96,355,1,-1,,,,
Senegal,39,678,3,1,72.35828877005348,77.5144385026738,79.81818181818181,76.35026737967914
Singapore,152,179,1,-1,,,,
Slovakia,27,857,3,1,73.24736842105263,74.98526315789474,72.04052631578948,75.65421052631578
Slovenia,64,547,1,0,81.31927710843374,72.36746987951807,74.62469879518072,74.54698795180722
South Africa,75,460,1,1,74.22540983606558,71.56557377049181,73.5061475409836,73.47418032786884
Tunisia,41,668,2,1,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Turkey,18,941,0,0,79.36893203883496,76.83592233009709,77.7864077669903,79.56747572815534
Turkmenistan,121,280,2,1,,,,
Uruguay,12,1050,3,1,79.36018957345972,79.64644549763034,83.57725118483413,78.51469194312797
Venezuela,83,408,1,-1,67.53333333333333,71.41796875,74.44065934065935,73.21342281879194
Yemen,179,81,1,-1,,,,
Ethiopia,114,293,0,-1,,,,
Kenya,125,273,2,1,63.4264705882353,,61.7,68.86875
Somalia,203,5,0,-1,,,,
South Sudan,134,245,2,1,,,55.0,
Sudan,128,267,1,-1,,,62.29999999999999,
Rwanda,96,355,1,-1,,,,
Ethiopia,114,293,2,1,,,,
Kenya,125,273,1,0,63.4264705882353,,61.7,68.86875
Malawi,97,350,3,1,,,,
South Sudan,134,245,0,0,,,55.0,
Djibouti,207,0,0,-1,,,,
Rwanda,96,355,3,1,,,,
South Sudan,134,245,2,1,,,55.0,
Ethiopia,114,293,1,0,,,,
Uganda,68,490,1,1,,62.5,62.078125,61.55555555555556
Ethiopia,114,293,1,0,,,,
Uganda,68,490,2,1,,62.5,62.078125,61.55555555555556
Rwanda,96,355,0,0,,,,
South Sudan,134,245,0,0,,,55.0,
Ethiopia,120,293,0,0,,,,
Rwanda,101,338,1,0,,,,
Ethiopia,120,293,1,0,,,,
Uganda,63,549,1,1,,62.5,62.078125,61.55555555555556
Nicaragua,92,369,5,1,,,,
Nicaragua,92,369,1,1,,,,
Honduras,101,337,2,1,61.0,70.97786259541985,70.20113636363637,70.27410714285715
Bangladesh,182,78,1,1,,,,
Nepal,192,49,0,-1,,,,
Afghanistan,150,193,4,1,,,,
Maldives,160,150,3,1,,,,
India,166,132,2,1,64.25,59.52738095238095,61.16309523809524,59.50119047619047
Bangladesh,182,78,1,-1,,,,
Bhutan,188,63,0,-1,,,,
India,166,132,4,1,64.25,59.52738095238095,61.16309523809524,59.50119047619047
Afghanistan,150,193,4,1,,,,
Bhutan,188,63,0,-1,,,,
Afghanistan,150,193,5,1,,,,
India,166,132,3,1,64.25,59.52738095238095,61.16309523809524,59.50119047619047
India,166,132,2,1,64.25,59.52738095238095,61.16309523809524,59.50119047619047
Rwanda,101,338,1,0,,,,
Sweden,35,771,1,0,76.50431034482759,77.11206896551724,81.57327586206897,77.84181034482756
Bangladesh,179,86,4,1,,,,
Trinidad and Tobago,50,622,0,-1,65.38993710691824,65.070796460177,70.61742424242425,66.92465753424658
Panama,65,543,4,1,70.6842105263158,68.54329896907217,67.89655172413792,67.85064935064935
Rwanda,91,374,1,1,,,,
Sweden,34,771,3,1,76.50431034482759,77.11206896551724,81.57327586206897,77.84181034482756
Maldives,157,159,3,1,,,,
Finland,44,663,0,-1,79.64615384615385,73.15641025641025,71.73333333333333,73.60205128205129
Nepal,196,41,1,1,,,,
Uganda,62,552,0,0,,62.5,62.078125,61.55555555555556
Bangladesh,179,86,0,0,,,,
Gabon,77,467,0,0,67.17,67.74750000000002,71.58157894736841,73.10985915492958
Rwanda,91,374,1,1,,,,
United Arab Emirates,64,546,2,1,70.53125,64.51875,64.3,67.26875000000001
Angola,105,333,0,-1,63.74038461538461,64.78521739130436,71.87393617021276,66.81475409836065
Congo DR,60,580,3,1,65.34146341463415,70.9483870967742,74.05722222222222,71.9
Nigeria,66,539,4,1,76.21761658031087,74.15806451612903,77.92442396313363,76.8152073732719
Tunisia,40,710,2,0,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Maldives,157,159,1,-1,,,,
Mali,63,551,2,0,65.48226950354609,72.70760233918129,74.66374269005848,75.94619883040936
Zimbabwe,108,321,0,-1,,62.55555555555556,69.16732026143791,63.99236111111111
Morocco,76,469,0,-1,72.08673469387755,75.72857142857143,77.05612244897958,76.47193877551021
Rwanda,91,374,2,1,,,,
Cameroon,57,586,0,0,77.68780487804878,77.87170731707317,78.71317073170732,76.86439024390242
Congo DR,60,580,4,1,65.34146341463415,70.9483870967742,74.05722222222222,71.9
Niger,103,337,2,0,,,,
Tunisia,40,710,1,0,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
Uganda,62,552,0,-1,,62.5,62.078125,61.55555555555556
Zimbabwe,108,321,0,-1,,62.55555555555556,69.16732026143791,63.99236111111111
CÃ´te d'Ivoire,19,950,4,1,69.61333333333333,77.45244444444445,81.54177777777778,78.60933333333332
Rwanda,91,374,1,-1,,,,
Cameroon,57,586,3,1,77.68780487804878,77.87170731707317,78.71317073170732,76.86439024390242
Ethiopia,118,291,1,-1,,,,
Guinea,49,623,1,1,60.42528735632184,68.6461038961039,72.13192771084339,71.85597484276728
Niger,103,337,0,-1,,,,
Egypt,58,584,0,-1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Uganda,62,552,1,0,,62.5,62.078125,61.55555555555556
Zambia,67,515,0,0,,,67.96451612903226,61.22702702702703
Egypt,58,584,2,1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Cameroon,57,586,0,-1,77.68780487804878,77.87170731707317,78.71317073170732,76.86439024390242
Rwanda,91,374,1,-1,,,,
Tunisia,40,710,1,-1,64.3781512605042,72.22488479262672,71.39493087557602,72.77281105990784
USA,32,784,3,1,81.07829181494662,75.00427046263346,76.0338078291815,77.09928825622777
Zambia,67,515,0,0,,,67.96451612903226,61.22702702702703
Congo DR,60,580,1,1,65.34146341463415,70.9483870967742,74.05722222222222,71.9
Mali,68,510,1,1,65.48226950354609,72.70760233918129,74.66374269005848,75.94619883040936
Bahrain,130,268,2,1,,,,
Congo DR,57,570,3,1,65.34146341463415,70.9483870967742,74.05722222222222,71.9
Guinea,61,559,1,-1,60.42528735632184,68.6461038961039,72.13192771084339,71.85597484276728
Uzbekistan,71,501,2,1,,,,66.512
Guyana,162,139,2,1,54.2,,,64.5
Egypt,55,570,2,1,70.4225352112676,70.40754716981132,73.82373737373737,72.78489208633096
Iraq,91,370,0,-1,52.407407407407405,66.5,64.0,66.30149253731344
United Arab Emirates,64,517,6,1,70.53125,64.51875,64.3,67.26875000000001
Cuba,135,262,2,1,62.23529411764706,,,
Antigua and Barbuda,90,372,2,1,,61.2,,
Barbados,143,227,1,1,48.0,,61.00689655172413,
Chad,127,274,0,-1,,,,
Croatia,18,965,2,1,78.67632850241546,78.8096618357488,80.08550724637682,81.20241545893721
Guinea-Bissau,147,207,1,1,58.0,66.13529411764705,70.44727272727273,70.60454545454546
Poland,31,789,1,1,82.10502283105023,75.83470319634704,79.27488584474885,76.73013698630137
Romania,16,990,1,1,75.96756756756757,75.95729729729729,75.50162162162162,74.86054054054054
SÃ£o TomÃ© and PrÃ­ncipe,174,117,2,1,,,,
Slovenia,54,577,1,1,81.31927710843374,72.36746987951807,74.62469879518072,74.54698795180722
South Sudan,140,245,1,-1,,,55.0,
Zambia,78,456,1,0,,,67.96451612903226,61.22702702702703
Australia,67,505,7,1,78.35960591133005,72.60344827586206,74.43054187192119,74.16798029556651
Bahrain,132,269,3,1,,,,
Bolivia,72,498,2,-1,66.93,67.37333333333333,68.734126984127,68.21000000000002
Chile,5,1307,1,-1,77.87443946188341,74.42117117117115,78.69008620689655,79.35043103448274
China PR,96,350,4,1,69.84810126582279,68.40316455696203,70.30379746835443,69.40253164556962
Comoros,173,119,1,1,71.0,64.32499999999999,,67.64883720930231
Czech Republic,25,861,0,-1,85.58883248730965,77.84467005076142,76.65431472081217,78.90710659898477
Denmark,40,705,2,1,79.66494845360825,78.64845360824742,77.47835051546392,78.99742268041237
Djibouti,204,0,0,-1,,,,
Ecuador,13,1038,2,0,71.45086705202313,70.73036649214659,75.36473988439306,74.93815028901734
Estonia,88,376,0,0,67.92682926829268,66.13894736842106,61.963793103448275,63.55384615384614
Ghana,41,655,3,1,68.21134020618557,73.4908256880734,74.53807339449541,78.92660550458716
Greece,39,718,2,1,79.5979381443299,78.5922680412371,76.6721649484536,77.3283505154639
IR Iran,44,626,4,1,68.36065573770492,68.97241379310346,70.98275862068965,69.9951219512195
Iraq,91,370,2,0,52.407407407407405,66.5,64.0,66.30149253731344
Italy,14,999,1,0,88.22608695652174,85.02999999999999,85.26304347826088,84.19304347826088
